X,Y,Location_notes,Encounter_type,Date_of_observation,Comments,Review_status
-79.70779971,43.423774,,Sighting,7/23/2017,,Complete
-79.69626622,43.4207458,,Encounter,7/23/2017,"Went to visit friends, coyote was in the front yard of one of the houses, closer to Rebecca St. Wasn't scarred... the fur looked very poorly... I think it was the mother...",Complete
-79.70778409,43.42385826,,Sighting,7/22/2017,"2 coyotes hanging about in the front yard of a vacant home on Warwick Avenue near Sandbrook road, Oakville. no people about but they are not leaving.",Complete
-79.70121005,43.41028098,,Sighting,7/23/2017,"Has seen him over the last 2 weeks, thinks he's living in the property behind her. Resident reports the property behind her is vacant",Complete
-79.69280929,43.43289628,,Sighting,7/24/2017,Leaving to go to work and coyotes spotted on neighbours lawn. Scary situation since we have to put a child in the car. We need help feeling safe outside.,Complete
-79.69123992,43.433981,,Sighting,7/24/2017,coyote just ran up the street - cleaned itself on the front lawn of a neighbouring house- we beeped at it and yelled- it did not seem to notice,Complete
-79.68744592,43.43573841,,Sighting,7/24/2017,2 coyotes lying on the grass behind the parking lot of our property.  This is St. James Church,Complete
-79.62986467,43.4786587,,Sighting,7/25/2017,"2 coyotes on a front lawn looking scattered and a bit deranged.  Not scared of people or vehicle traffic at all, eventually sprinted into another backyard.",Complete
-79.69394593,43.43473418,,Sighting,7/25/2017,,Complete
-79.69410686,43.43460173,,Sighting,7/25/2017,"Second sighting today.  Not sure if this is the same animal or a different one.  I think this one was smaller, but I couldn't be perfectly sure.",Complete
-79.69602404,43.40756233,,Sighting,7/26/2017,Coyote ran across my lawn and driveway just as I left to walk my dog.,Complete
-79.69967255,43.40911697,,Sighting,7/26/2017,289-668-2795 - would rather a phone call than an email,Complete
-79.70949058,43.4084967,,Sighting,7/26/2017,"2 coyotes were seen on Sabel Street just North of Rebecca. I was walking with my dog. My son saw a coyote outside of our window on Sabel Street on Sunday, July 23 around 9-9:30pm",Complete
-79.69614694,43.4058202,,Sighting,7/26/2017,"I just wanted to have you aware that this morning just a little east of third line on lakeshore I spotted two coyotes. I was able to take a photo of one, that may to be injured?! It looks like there could be blood around the back on its neck.",Complete
-79.70161453,43.41483785,,Sighting,7/26/2017,"2 coyotes, one looked sickly",Complete
-79.6961025,43.4158065,,Encounter,7/26/2017,"Saw 2 coyotes, 1 looked really hurt, chunk missing from its shoulder, broad daylight just roaming.",Complete
-79.64051,43.47592,,Encounter,7/25/2017,"We were at Charnwood Park close to the play structure last night with our three kids, 6, 4 & 18 months- three coyotes started approaching us from the most south end of the green space close to where the old baseball diamond was.",Complete
-79.64081615,43.47864119,,Sighting,7/27/2017,"At least 2 adult coyotes (often 3 travel together in this area). Loud yelping and/or howling immediately preceded the sighting. They were walking down the road, toward Elmhurst. They appeared to be healthy. Thank you.",Complete
-79.71641141,43.40935278,,Sighting,7/27/2017,two coyotes heading north on Stanfield Drive towards Bridge road at 8:15 am,Complete
-79.62897775,43.47837348,,Sighting,7/27/2017,Eating some animal on neighbours lawn,Complete
-79.68251328,43.4388945,,Encounter,7/27/2017,"Saw the coyote in backyard, was eating pizza, must have smelled the pizza and came back.",Complete
-79.69739666,43.4082303,,Encounter,7/26/2017,"Two adult coyotes sighted with clear case of mange heading north on Walby drive at Warland Road.  When i attempted hazing, they virtually ignored me. I am 6'-6"" tall and was plenty loud and walked toward them with out showing any signs of passiveness.",Complete
-79.64650723,43.47860723,,Encounter,7/13/2017,"2 Coyotes on my front lawn, they came towards my front door as my dog barked from inside the house.",Complete
-79.7048462,43.42252609,,Sighting,7/13/2017,,Complete
-79.70908214,43.42247653,,Sighting,7/13/2017,"We are happy enough sharing our space with the cayotes.    My only concern is that the two we frequently see in our backyard seem to have a skin condition.  They seem healthy otherwise .We do not fell threatened by them, indeed they are quite skittish",Complete
-79.63512454,43.47880419,,Sighting,7/13/2017,In front and back yard. Tapped on window and the animal headed south on Baccaro Road towards Cheverie.,Complete
-79.63551005,43.47738432,,Sighting,7/13/2017,Coyote seen walking west at Lakesore and Devon Rd. Coyote saw me I made myself large it watched me but went on it's way.,Complete
-79.7030258,43.42462879,,Sighting,7/14/2017,,Complete
-79.71043844,43.41593098,,Sighting,7/12/2017,"2 were running on Samford Place / Seabourne Drive  around 12. 40 PM , I have seen them walking my dog before on Bridge / Valley Rd.
 Not scared of people or dogs.",Complete
-79.7025356,43.41776425,,Sighting,7/14/2017,"Observed coyotes (2) at NE corner of Secord Ave. and Thornhill Rd., Oakville.  pics attached.

This is the second time I have observed coyotes at this location  (April 14, 2017)",Complete
-79.71299658,43.43575646,,Sighting,7/14/2017,"Walked past my home 321 Sandhurst Drive cross street is Warminster
Also at 12:45 today I saw two coyotes coming from park behind South Oakville Mall walking east on Helen, crossing Sherin and then walking east along Secord.",Complete
-79.70920875,43.407999,,Sighting,7/14/2017,Evening  July 13/17  3 coyotes together going up Sabel Street towards Rebecca (between Hixon and Rebecca). It is bad enough to see one but when they travel in packs that is too scary for anyone. I fear for young children. What defence do they have?,Complete
-79.64706307,43.47778296,,Sighting,7/15/2017,,Complete
-79.70062632,43.40795225,,Sighting,7/15/2017,One coyote seen on the lawn at 158 Tracina Drive.  It then crossed the road and went into the backyard of 165 Tracina Drive.  There is no fence at the front of that address and the yard is long and deep.,Complete
-79.67174828,43.45991501,,Sighting,7/1/2017,Date approximate. Neighbour saw two coyotes in Maple Valley Park. Asked him to report but didn't bother.,Complete
-79.63993676,43.48023623,,Sighting,7/15/2017,2  coyoties walkin on Digby Rd,Complete
-79.68577643,43.43604419,,Sighting,7/15/2017,Coyote seen wandering through residential neighbourhood (cul de sac) on Weybourne Rd (Rebecca & Dorval).  Coyote looked to have mange.,Complete
-79.71228461,43.41569805,,Sighting,7/16/2017,"Two large coyotes on bridge rd by third line. 
Scared them off when my dog started to bark",Complete
-79.73344843,43.44651357,,Sighting,7/16/2017,Saw coyote crossing Upper Middle around 4th Line.,Complete
-79.71135982,43.41280964,,Sighting,7/17/2017,2 Coyotes on Tennyson Drive heading north.,Complete
-79.68391229,43.43539366,,Sighting,7/15/2017,A friend of mine saw coyote coming over from Rebecca Street to Weybourne Rd. She emailed me pictures.,Complete
-79.69152969,43.43561185,,Encounter,7/16/2017,Very tall/large in structure roaming neighbourhood.,Complete
-79.77357696,43.43769433,,Encounter,7/16/2017,Caller advised there is a Coyote and it is moving around it seems to be hungry,Complete
-79.67935783,43.43373421,,Sighting,7/15/2017,About 4 in the afternoon - on a walk - cayote was on front lawn  looked nervous and slightly mangy.,Complete
-79.70959777,43.44976767,,Sighting,7/17/2017,Saw a smaller coyote crossing Dorval Dr at Leewood. No interaction. No concerns.,Complete
-79.70084437,43.425546,,Sighting,7/17/2017,Two cayotes hanging out on neighbour's lawn.,Complete
-79.712874,43.406262,,Sighting,7/17/2017,,Complete
-79.64480212,43.47895905,,Sighting,7/17/2017,"Two young coyotes on Devon on the Maplegrove Arena property, Have killed a squirrel",Complete
-79.71052831,43.43900375,,Sighting,7/17/2017,"Saw the animal in the ""green"" area, north west corner of 4th line and North service road. Lots of families and Youth Walking in the area.",Complete
-79.64177659,43.47662961,,Sighting,7/17/2017,"Saw 2 coyotes crossing lawn
On elmhurst avenue in Oakville.",Complete
-79.66592687,43.46565615,,Encounter,7/18/2017,,Complete
-79.70633991,43.42570825,,Sighting,7/18/2017,Saw two coyotes moving between the houses. One dedicated and the other was cruising around sniffing the air. After 5 mins they got together and howled in the street.,Complete
-79.70596071,43.42524029,,Sighting,7/18/2017,Harmless just walking the street. It is garbage day. My wife saw a female laying on our lawn last week at 8:30 am that looked in rough shape - coat wise.,Complete
-79.79357795,43.4062498,,Sighting,7/17/2017,"We were walking our dog at 8:45 pm last night and spotted a baby coyote walking on the trail between Emerson and Applegarth.  We walked one way, the baby kept walking along the path.",Complete
-79.6710522,43.49525891,,Sighting,7/14/2017,Observed one coyote coming down the shoulder of the the eastbound QEW on-ramp near Ford Drive at 5:45 a.m.,Complete
-79.73278502,43.46598431,,Sighting,7/19/2017,,Complete
-79.69888124,43.42496192,,Sighting,7/18/2017,There has been two coyotes hanging around our neighborhood for the last three days. Someone thinks they are living under someone's deck in their backyard. They have been seen just lying on lawns as if they were the owners pet.,Complete
-79.68771404,43.51224837,,Sighting,7/19/2017,"I spotted a coyote when leaving work at The Weather Network on Bristol Circle, Oakville. It was skittish and ran when it realized I turned my car and got my headlights on it. I was within 40-50 feet of it and saw it clearly.",Complete
-79.66647671,43.47178219,,Sighting,7/18/2017,Coyote observed crossing the road,Complete
-79.68538152,43.42180439,,Sighting,7/18/2017,"2 full grown coyotes, one with visible mange - lounging and grooming in one spot for well over an hour - unafraid of cars or people",Complete
-79.7055768,43.41013827,,Sighting,7/20/2017,2 coyotes on either said of the road sitting on the front lawn,Complete
-79.64878149,43.47984934,,Sighting,7/18/2017,My 22 yr old son encountered a coyote on the front lawn as was opening his car door on the driveway. The coyote walked towards him and then lingered on the lawn before turning and walking down the street.  Not afraid of humans at all.,Complete
-79.64865538,43.47989642,,Sighting,5/26/2017,two coyotes seen walking along the sidewalk.  eventually going back into the forrest.,Complete
-79.7046688,43.4048975,,Sighting,7/20/2017,"coyote ran up Sabel 

















coyote ran up Sabel St. then turned right eastbound on Hixon St at 5:20PM.  Coyote did not look healthy - rather mangy.
20PM",Complete
-79.7247983,43.4217151,,Sighting,7/18/2017,"Two coyotes see on the off ramp at third line coming from the eastbound qew (so the south west corner) there is a Grasset area there, they where standing in the grass",Complete
-79.7107275,43.409844,,Sighting,7/21/2017,,Complete
-79.71267634,43.41265943,,Sighting,7/21/2017,"Two coyotes have been walking around and lying on front lawns on our street, between 12 noon to 2 pm.  One may have mange, they both appear thirsty, tired, but calm.  Humane Society staff are in our area monitoring the coyotes.",Complete
-79.71058795,43.44309842,,Sighting,7/23/2017,,Complete
-79.7139023,43.40664549,,Sighting,7/27/2017,Sitting in a ditch,Complete
-79.712874,43.406262,,Sighting,7/27/2017,Coyote doesn't look healthy and humane society was called,Complete
-79.71553008,43.41019225,,Sighting,7/27/2017,"a pair of coyotes (one very mangey looking) have been hanging around Samway road, Gladys Speers school area all day. They were Sleeping infant of our basement windows. were first spotted at 530am-9am then again at lunch time and again at 430pm",Complete
-79.70367263,43.4217258,,Sighting,7/27/2017,"2 coyote together, very sick looking and not scared of people..

They are here multiple times a day now for more than a month. 

During the day and early evening",Complete
-79.71073109,43.40955613,,Encounter,7/27/2017,Came home to see the same 2 coyotes in the same spot on my front lawn as last Friday. I think they like it here! They did leave this time when I walked up and followed them down the street a ways. They have mange.,Complete
-79.65243519,43.49652009,,Sighting,7/27/2017,It was walking along the front of houses.  I followed it (from my car) all the way to Thorsby Dr.,Complete
-79.7067744,43.41490307,,Sighting,7/27/2017,Appeared to be vomitting and had large sections of fur missing. Walking along ditchs and in Hopedale Park.  Didn't appear timid or afraid of cars or people walking.  Sat in the park for well over an hour.  This was between 5:30 to 6:30 pm,Complete
-79.71115122,43.41110857,,Encounter,7/27/2017,Coyote on my property ate a few apricots and headed east on Wakley Street,Complete
-79.71114586,43.41113975,,Sighting,7/28/2017,Coyote sitting on my lawn resting,Complete
-79.71425137,43.47918526,,Sighting,7/29/2017,,Complete
-79.71503885,43.40712871,,Encounter,7/29/2017,Two on my street for days and days.... help.,Complete
-79.67731483,43.43610941,,Sighting,7/31/2017,,Complete
-79.71344579,43.41317047,,Sighting,7/29/2017,2 coyotes walking down Seaton drive south of Bridge road.,Complete
-79.68669484,43.43625222,,Sighting,7/25/2017,"Fur of coyote badly mangled, thin.  Looked like mange, laying in st James catholic school playground Morden and Rebecca then crossed street morden",Complete
-79.68484302,43.43570919,,Sighting,7/30/2017,Two coyotes sighted. One was quite large. The smaller one had a wounded area on its shoulder.,Complete
-79.68466709,43.43590749,,Sighting,7/30/2017,,Complete
-79.69969368,43.40051455,,Sighting,7/30/2017,"2 large coyotes appeared before us on the waterfront trail, they followed the trail and quickly disappeared",Complete
-79.64634363,43.48123578,,Sighting,7/29/2017,We have 2 babies under 2 and the coyote was less than 10 feet away.,Complete
-79.71646839,43.40970403,,Encounter,7/29/2017,"Two coyotes, believed a couple, is around Gladys Speer PS area (northeast corner of 3rd/Rebecca ). See them quite often recently, and a neighbour said they have their den in backyard of an empty house.",Complete
-79.64632741,43.48139642,,Sighting,7/25/2017,We have young children (2 under 2) and the coyote was just behind our fence.,Complete
-79.69035337,43.4333443,,Sighting,7/30/2017,,Complete
-79.68504298,43.43628975,,Sighting,7/30/2017,This morning my neighbour came over that 2 coyotes were on our street around 10:30 am walking up the street toward our court. My daughters were watching the street afterwords and saw 1 coyote walking back around 10:50 am. We didn't see the other one.,Complete
-79.68477825,43.434891,,Sighting,7/30/2017,Two coyotes were seen wandering down Weybourne Road. They crossed Waneta then disappeared around the corner,Complete
-79.71546723,43.40864514,,Sighting,7/29/2017,Saw one coyote coming east on sloan onto Stanfield drive and saw 2 more about 5mins later on Sandlewood heading north from the park,Complete
-79.69274054,43.43276387,,Encounter,7/30/2017,Coyotes came running towards me(2) and then stopped.,Complete
-79.71453081,43.40806109,,Sighting,7/29/2017,2 coyotes spotted on Stanfiled/Sloane going west. Probably same 2 spotted by another dog walker on scarsdale,Complete
-79.69084154,43.43309888,,Sighting,7/30/2017,"Two coyotes were laying on front lawn of neighbour on Orchard Drive.  Walked to the end of our road and layed in ditch of a house on Woodale.  Walked down Woodale to Jeanette, along Jeanette to Southview and then through the pathway onto WH Morden field.",Complete
-79.6850015,43.43567936,,Sighting,7/30/2017,It's become a regular occurrence that we see a pair of coyotes on our street in the middle of the day.  This time it was at 10:18am as the pair walked slowly through the neighbourhood while most of the neighbours ran away and took pictures :-(,Complete
-79.71332918,43.40976022,,Sighting,7/29/2017,2 coyotes walking north on Sandlewood from park after seeing another single coyote at Sloane and Stanfield 5 mins earlier,Complete
-79.7028766,43.42931254,,Sighting,7/31/2017,,Complete
-79.85230077,43.50474165,,Sighting,7/31/2017,"I was using my telescope at around 10 pm last night and while observing something through the device, I heard a rustle and quickly turned to look and saw a medium-sized coyote just coming past my backyard. Beyond backyard is some clear land.",Complete
-79.70256105,43.42916783,,Encounter,7/31/2017,The coyotes was sitting on my front yard when I was about to exit for work I had to make noises to kik it out of my lawn I usually come back at night and I have a small dog,Complete
-79.70227183,43.42110165,,Sighting,7/31/2017,Did not look very healthy.,Complete
-79.66474415,43.50541017,,Sighting,7/31/2017,Saw young coyote near Tim Horton's at qew Winston churchill,Complete
-79.65504525,43.50101163,,Encounter,7/23/2017,Coyote grabed a racoon,Complete
-79.70357444,43.42661794,,Sighting,8/1/2017,Large coyote laying down southwest corner of Lees Lane and Wingrove Crescent.,Complete
-79.70508184,43.42595174,,Encounter,7/24/2017,WALKING HOME WITH MY DOG WHEN MY NEIGHBOUR SAID THERE WAS A COYOTE ON STREET. I ROUNDED CORNER COYOTE WAS IN MIDDLE OF STREET. I YELLED AT IT.  IT LAID DOWN  IN A FRONT YARD AND  I WALKED PAST 2 HOUSES TO MY HOME.  TWO COYOTES WALKED PAST 5 MINUTES LATER,Complete
-79.70602753,43.42230424,,Sighting,8/1/2017,Sitting in my front yard- blocking path to garbage containers,Complete
-79.65255032,43.48181222,,Sighting,8/1/2017,Corner of Constance and Dunedin,Complete
-79.71378641,43.46459655,,Sighting,5/29/2017,"large, healthy looking coyote, caller yelled and waved at coyote and he ran back into bushes",Complete
-79.6940241,43.43212136,,Sighting,7/30/2017,,Complete
-79.70367263,43.4217258,,Sighting,7/28/2017,2 coyote together again.  Multiple times a day,Complete
-79.69543999,43.42045997,,Sighting,8/2/2017,Walking beside the Blakelock school.  We have video.  Broad daylight,Complete
-79.70367263,43.4217258,,Sighting,8/2/2017,"2 coyote together again. Looks like the same 2. They look very sick, hair falling out.mangie looking. Very skinny. They are brave and loud noises did not scared them away.",Complete
-79.74672195,43.44952097,,Sighting,8/3/2017,Observation without interacting.  I was walking my Austrailian Shepherd who noticed the coyote on the pathway at the ravine.  I lit up the area with my flashlight and it headed south.  Skiddish and clearly wanted to avoid us. Estimate weight at 50lbs.,Complete
-79.7051277,43.42205455,,Sighting,8/3/2017,"For the past two days my parents have seen two Coyotes in their backyard. These Coyotes look very thin and sickly, with not much fur.  Yesterday afternoon, seen in the backyard. Today, they were found sleeping on our deck. In both cases, they scared them",Complete
-79.70211484,43.42561674,,Sighting,8/3/2017,The coyote was walking along the front lawns down Lees Ln and turned to walk up Bridge Rd.  It seemed to be very sick.,Complete
-79.74593,43.44436,,Encounter,8/3/2017,"coyote came out of bushes, resident turned around and the coyote was following her, she states he looks well fed",Complete
-79.70715034,43.42372709,,Sighting,8/3/2017,Laying on front lawn. Let a calling card on roadway.,Complete
-79.66109846,43.4507825,,Sighting,8/2/2017,"We have three foxes on our street (Raymar Place). I saw one last night wandering down the street (him, not me).",Complete
-79.69496099,43.43020382,,Sighting,8/4/2017,Coyote walked north bound on Weldon towards the park.,Complete
-79.70667644,43.42063444,,Sighting,8/3/2017,Coyote out in full heat of day - looking very sick. Had hardly any fur left,Complete
-79.69674282,43.40430603,,Sighting,8/4/2017,A couple of Coyotes are sleeping on the front lawn of the house across the street from the senior centre.,Complete
-79.698501,43.41912651,,Encounter,8/5/2017,"Ask my Daughter to walk the dogs
She had to turn around 2 houses from ours A coyote came out from the bushes in the front of the House She back up rapidly and came back The coyote  stretche got up saw three of us yelling and move to a neighboor further",Complete
-79.6760975,43.44411209,,Encounter,8/5/2017,I was walking through the grassy area of 36 Bond Street when I encountered a coyote the size of a German Shepard heading towards my friends' large dogs. I tried to scare it off but it had no fear. The one dog barking scared it off temporarily,Complete
-79.69810635,43.41991809,,Encounter,8/2/2017,"I reported it to the Humane society/ 2coyotes following me, my two dogs and another ladies with 2 dogs? horn , screaming, moving arms, didn't back them off, car with horn did it finally, not scare at all, 2 arm length, scariest encounter up to now,",Complete
-79.69854341,43.41917556,,Sighting,7/23/2017,My daughter was at her friend on Willowbrook but was unable to come back home because she was scare of 4 coyotes who were in the middle circle howling and fighting. I woke up too and  It went to two am before it was safe for her to walk home and meet me.,Complete
-79.70398,43.4237,,Sighting,7/26/2017,"In car, corner of Sandwell sedgewick, 2 coyotes very bad shape; then 2 more coyotes under a tree, corner of Wendy lane and willow brook
reported both to Humane Society/ picture on my phone",Complete
-79.671501,43.4379645,,Encounter,8/4/2017,These stupid coyotes were looking and chasing me when I was walking home from work on Kerr street.I was fight them with my umbrella but I was scared and ran back to work.,Complete
-79.68525814,43.42252519,,Sighting,8/6/2017,pack of coyotes howling,Complete
-79.63568031,43.47846281,,Sighting,8/4/2017,"Two coyotes were prowling at the corner of Devon Road and Canning Court.  Later saw them in the court.

We have seen this pair of coyotes frequently in the neighbourhood over the last month.",Complete
-79.71248589,43.40494798,,Sighting,8/6/2017,2 coyotes where observed right on Rebecca st. Near Sunset dr. Which is just west of Third line. Both were walking on the sidewalk on opposite sides of the road. Not the first time seeing coyotes on Rebecca between. Bonte/Third Line.,Complete
-79.69969114,43.41291279,,Sighting,8/6/2017,these two are sick with the mange. Please. please help them. this is a residential area. Small children and pets out walking get attacked.,Complete
-79.71559996,43.41018,,Encounter,8/5/2017,"At Gladys Speers school back park/ playground. 

Kids are playing at play ground when it went by really close to play ground.  We left the area quickly and it just stayed and then walked towards the school area",Complete
-79.71306483,43.41187852,,Sighting,8/5/2017,"Was spotted in neighbourhood and heading towards Sandlewood street, very mangy",Complete
-79.63619163,43.47620674,,Sighting,8/5/2017,,Complete
-79.67870633,43.44596638,,Sighting,8/3/2017,While walking my dog.  Coyote heading south with what appeared to be a rabbit in its mouth. 2nd time this week Ive seen one.  Same area same time.,Complete
-79.67817965,43.4456407,,Sighting,8/6/2017,While walking my dog on Queen Mary drive.  This was not my first sighting.  However this sighting seemed the coyote was more interested in me.  My dog did bark at it which stopped the coyote.  This was the third time this week I have encountered a coyote.,Complete
-79.6928823,43.42657703,,Sighting,8/7/2017,2 on front lawn of a property across and slightly south of pinegrove school,Complete
-79.69452899,43.4233508,,Encounter,8/7/2017,"Two coyotes, one male one female on Winston Road at intersection of Selby.  Female in considerable distress-disoriented, turning in circles and biting and scratching itself.  Warned several local citizens walking with small children of avoid the area",Complete
-79.6981996,43.41663009,,Sighting,8/4/2017,Resident at our property at 290 Woodside Mews reported coyote just wandering around the property for 5 minutes.  I have attached pictures she took.  This is a seniors residence and they now feel unsafe.,Complete
-79.71866677,43.47466538,,Sighting,8/8/2017,Found coyote scat on sidewalk,Complete
-79.7734827,43.6042443,,Encounter,8/8/2017,,Complete
-79.69195865,43.4334181,,Encounter,8/9/2017,Walking the dog. Coyote was sleeping on a lawn and got up with back hair raised. We walked the other way,Complete
-79.66617254,43.50682999,,Sighting,8/9/2017,I was at work and looked out my window into the parking lot and saw what looked like a coyote running around the cars. The tail didn't look long so I also thought it might be a stray dog. I went out to look and couldn't see it anywhere.,Complete
-79.6934116,43.4292246,,Sighting,8/9/2017,,Complete
-79.63911094,43.47393743,,Sighting,8/9/2017,,Complete
-79.68761216,43.43296643,,Sighting,8/9/2017,"walking east bound on Jeanette Dr, at Southview, about to take the path into the park around Morden School when I spotted what I thought was a dog, then realized it was a resting coyote looking at me. Took photo, shouted, but didn't have whistle, so left.",Complete
-79.72369609,43.48248912,,Sighting,8/10/2017,Saw cayote crossing the trafalgar memorial park and north into the files opposite police station and behind superstore,Complete
-79.69312326,43.4321543,,Sighting,8/9/2017,"Coyote was walking along the sidewalk in front of 273 Burton Road, Oakville at about 7:45 pm.",Complete
-79.69303377,43.4301773,,Encounter,8/9/2017,Coyote was wandering my + neighbors front yards. Saw her on street a few days earlier. Looked sick and mangy and was mostly resting.,Complete
-79.68791841,43.43028474,,Sighting,8/10/2017,"large coyote on front lawn, laying in shade",Complete
-79.694028,43.42919544,,Sighting,8/11/2017,"Glan Oak park ,2 coyotes waking down Glan Oak Dr. They have been here for two days in a row",Complete
-79.6857702,43.42299658,,Sighting,8/10/2017,several coyotes were howling loudly in Appleby College forest,Complete
-79.66605323,43.44132274,,Sighting,8/11/2017,"We were by Lake Ontario, near the Pier at the bottom of Navy Street, when a coyote walked quickly past us onto the pier and onto the rocks. It walked between the Towarf building and where we were standing by the rocks. The coyote was very thin.",Complete
-79.69711316,43.40384442,,Sighting,8/11/2017,"Single Coyote at 1:15 AM August 11,2017",Complete
-79.71206181,43.41158142,,Sighting,8/12/2017,Sickly coyote,Complete
-79.71169037,43.41203562,,Sighting,8/12/2017,"Looked very sick and had mange
Called the humane society",Complete
-79.69001,43.46643,,Sighting,8/12/2017,Two coyotes on the baseball diamonds at morden public school. 2nd time we have see them in two weeks in this area,Complete
-79.71398475,43.48907697,,Sighting,8/13/2017,Coyote making a lot of noise as it ran up Postridge towards Dundas.,Complete
-79.6410911,43.47081904,,Sighting,8/13/2017,2 coyotes quite large waking through front garden,Complete
-79.6764631,43.43557858,,Sighting,8/13/2017,,Complete
-79.68757997,43.4348051,,Sighting,8/12/2017,"Two, slow & dozey looking, one bigger than the usual 2 around here,standing in the N. School Park at Morden, Starving + Mangey qualifies as 'animal in distress' to me so phoned H.S. Later, 2:15 saw one sleeping in that park in sun, later moved under shade",Complete
-79.69601009,43.4299411,,Sighting,8/12/2017,Two coyotes seen on Parkside Dr and Weldon Ave. Both looked in fairly poor health based on missing or matted fur and general appearance. They were around for at least half an hour.,Complete
-79.7680791,43.4371523,,Sighting,8/13/2017,3 nights 2 large coyotes spotted in the middle of the road,Complete
-79.68043934,43.43961255,,Sighting,8/13/2017,Saw one wandering in the street near my apartment. 194 Felan Ave in Oakville,Complete
-79.68692735,43.43499774,,Sighting,8/13/2017,"Coyote resting in Morden Road Park. Observed with no interaction. They left on Rebecca St. toward Dorval. 
2 coyotes: 1 female with good fur, 1 (male?) with fur partially missing.",Complete
-79.69608622,43.4300363,,Sighting,8/12/2017,Very sick coyote on neighbours lawn,Complete
-79.69293306,43.43276043,,Sighting,8/14/2017,"There has been a coyote walking around in our streets. Early this morning it was resting in our yards. Us and neighours believe there are three coyotes with babies as well. We are worried for safety, we have many small dogs & children walking around.",Complete
-79.69513006,43.42903462,,Sighting,8/14/2017,Very loud altercation/fight with either two coyotes or coyotes and another animal.,Complete
-79.69371258,43.42766463,,Sighting,8/14/2017,"Very obviously had mange, entire back was quite bare and his tail was naked as well.",Complete
-79.70221976,43.42366818,,Sighting,8/11/2017,2 coyotes came down our street just trotting along. I made noise to scare them off and they didn't budge just kept on their way.,Complete
-79.68862137,43.46719401,,Sighting,8/13/2017,"Coyote came running toward me, make a loud noise but didn't seem afraid.  Someone else came out and then coyote ran away.",Complete
-79.69099853,43.43387582,,Encounter,8/15/2017,Coyotes howling on our front lawn,Complete
-79.69609005,43.43062279,,Encounter,8/14/2017,"saw the video & hazed such that coyote (a repeat visitor) left 
called humane society last week
neighbour suggested coyote sick & NOT to haze, & to call humane society for pick up
town may consider putting up pix or a video of coyotes that have mange",Complete
-79.69603691,43.43060337,,Sighting,8/15/2017,"Coyote on Parkside Drive standing on the street howling, ran into Glen Oak Park after a few minutes",Complete
-79.70110903,43.42102936,,Sighting,8/15/2017,"2 coyotes laying (sleeping?)  under a tree.
1pm.
They were there 30 minutes or more.",Complete
-79.69677458,43.40355584,,Sighting,8/16/2017,2 young looking coyotes were walking from Water's Edge Dr along Third Line towards Marine Dr.  Both walked past my car on the road and when next to my car veered slightly off into the ditch on the east side.  There were also 2 people on the road ahead.,Complete
-79.70934627,43.4070023,,Encounter,7/18/2017,My son was on driveway hand on car door when he noticed 2 coyotes staring at him on road. He backed away to front door. One coyote sat down and stared at him. The other wandered the street. They watched him. He took pictures. Lasted 20 min,Complete
-79.67193696,43.43792256,,Sighting,8/16/2017,,Complete
-79.70374191,43.41782197,,Sighting,8/17/2017,Sleeping on our front lawn.  Leaves for a bit and comes back to lye down.,Complete
-79.75520561,43.44276298,,Sighting,8/17/2017,"Sighted at a distance,  no interaction with people.  A little unusual to be seen at this time. Not uncommon to see it early morning or after dusk. I'm not concerned,  just thought I would report unusual time.",Complete
-79.707413,43.41730622,,Sighting,7/28/2017,At about 8:45p on July our neighbour spotted a coyote sitting on our front lawn for a few minutes. About two weeks later in August I saw two coyotes walk from Sheldon Ave and headed south on Sherin Drive around 9pm.,Complete
-79.69724137,43.40816404,,Sighting,8/18/2017,Injured coyote sighted hind rear leg being favored and limping.,Complete
-79.6983555,43.42395846,,Sighting,8/18/2017,"9:15pm at Bridge and Lees Lane
9:25pm at Valleydrive (valley something..) and Bridge near Third Line
9:00am on Sarta Road near Willis
Each sighting looked like the same coyote with matted fur.",Complete
-79.69562123,43.40692312,,Sighting,8/18/2017,Second day in a row on Venetia drive,Complete
-79.63290582,43.48125171,,Sighting,8/18/2017,Coyote observed lying in centre field of south east ball park.,Complete
-79.69739666,43.4082303,,Sighting,8/18/2017,Coyote with bad limp (hind left leg) seen heading West on Warland at Walby. Cannot put weight on injured leg.,Complete
-79.67472815,43.44075685,,Sighting,8/19/2017,Two young coyotes at John and wilson street going west on John towards Kerr st,Complete
-79.67472815,43.44075685,,Sighting,8/19/2017,Two young coyotes at John and wilson street going west on John towards Kerr st,Complete
-79.70521926,43.41156868,,Sighting,7/31/2017,Walked towards me then turned around and walked on the sidewalk right along Rebecca Street 2 of them,Complete
-79.68282769,43.42880815,,Sighting,8/20/2017,Coyote observed on neighbour's lawn while driving. I stopped the vehicle in front of it and beeped horn several times to scare it away. It did not move.,Complete
-79.70544868,43.41954902,,Sighting,8/19/2017,2 adult coyotes.  1 male and 1 female. Rolling on our front lawn.,Complete
-79.70532239,43.41928897,,Sighting,8/20/2017,"There were at least 3 of them yelping tonight after they captured a rabbit across the street from us.
It was extremely disturbing!",Complete
-79.70405135,43.41903591,,Sighting,8/20/2017,"2 coyotes sitting on the front lawn looking very skinny with terrible coats, very itchy. Obviously unwell with mange.",Complete
